Company,Ticker,Earning Time,Earning Score,Starting Week,Earning Date,Market Time,Left-day Open,Right-day Open,Left-day Close,Right-day Close,Left-day High,Right-day High,Left-day Low,Right-day Low,Close diff,Hi-lo diff,Change,Predict,DIFF,True Label
TJX,TJX,Thu before market,31,2020-05-18,2020-05-21,PREMARKET,50.18,53.01,50.29,53.7,51.06,54.68,49.85,52.16,6.780672101809504,9.689067201604807,BULL,NEUTRAL,9.689067201604807,BULL
Best Buy,BBY,Thu before market,37,2020-05-18,2020-05-21,PREMARKET,83.21,77.17,79.15,75.69,83.31,79.51,78.38,74.62,-4.3714466203411355,1.441694309772923,BEAR,NEUTRAL,1.441694309772923,NEUTRAL
Nvidia,NVDA,Thu after market,26,2020-05-18,2020-05-21,AFH,90.37,88.11,87.61,90.12,90.38,90.78,87.23,86.99,2.864969752311386,4.069700791012254,BULL,NEUTRAL,4.069700791012254,BULL
Ross Stores,ROST,Thu after market,25,2020-05-18,2020-05-21,AFH,94.06,92.54,96.41,93.44,98.93,96.24,93.06,91.44,-3.0805932994502627,3.4171502256608477,BEAR,NEUTRAL,3.4171502256608477,BULL
Intuit,INTU,Thu after market,-29,2020-05-18,2020-05-21,AFH,288.92,283.99,287.78,285.41,291.23,287.43,284.21,278.44,-0.8235457641253552,1.1329650610464093,NEUTRAL,NEUTRAL,1.1329650610464093,NEUTRAL
Alibaba,BABA,Fri before market,0,2020-05-18,2020-05-22,PREMARKET,211.29,203.23,212.16,199.7,214.58,204.88,209.53,198.99,-5.87292609351433,-2.219252612990985,BEAR,NEUTRAL,-2.219252612990985,BEAR
Deere,DE,Fri before market,10,2020-05-18,2020-05-22,PREMARKET,138.77,145.59,140.48,138.42,142.14,145.99,138.77,136.5,-1.466400911161736,5.202853642718175,NEUTRAL,NEUTRAL,5.202853642718175,BULL
Footlocker,FL,Fri before market,52,2020-05-18,2020-05-22,PREMARKET,27.94,26.39,28.91,26.46,29.77,27.49,27.94,24.88,-8.47457627118644,-1.6105941302791749,BEAR,BULL,-1.6105941302791749,NEUTRAL
Polo,RL,Wed before market,4,2020-05-26,2020-05-28,PREMARKET,82.31,80.42,80.42,79.52,86.78,82.62,79.54,78.05,-1.119124595871679,3.872265526778973,NEUTRAL,NEUTRAL,3.872265526778973,BULL
Autodesk,ADSK,Wed after market,18,2020-05-26,2020-05-28,AFH,196.38,203.6,202.63,210.38,208.3,210.71,194.6,200.34,3.8247051275724253,8.278520041109982,BULL,NEUTRAL,8.278520041109982,BULL
Amerco,UHAL,Wed after market,-10,2020-05-26,2020-05-28,AFH,332.75,324.54,328.31,320.34,348.75,324.94,326.6,317.64,-2.427583686150292,-0.5082669932639394,BEAR,NEUTRAL,-0.5082669932639394,NEUTRAL
Dollar Tree,DLTR,Thu before market,51,2020-05-26,2020-05-29,PREMARKET,96.86,97.02,97.64,97.87,99.82,99.31,95.05,96.06,0.23555919705038342,4.4818516570226175,NEUTRAL,BULL,4.4818516570226175,BULL
Abercrombie,ANF,Thu before market,0,2020-05-26,2020-05-29,PREMARKET,12.28,11.53,11.6,11.62,12.51,11.99,11.47,11.26,0.17241379310344307,4.533565823888397,NEUTRAL,NEUTRAL,4.533565823888397,BULL
Burlington,BURL,Thu before market,-49,2020-05-26,2020-05-29,PREMARKET,209.35,212.5,213.42,209.67,223.58,214.8,208.01,207.0,-1.7570986786617948,3.264266141050931,NEUTRAL,NEUTRAL,3.264266141050931,BULL
Dollar General,DG,Thu before market,43,2020-05-26,2020-05-29,PREMARKET,184.27,183.26,182.4,189.73,187.74,190.92,178.64,183.26,4.018640350877178,6.874160322436196,BULL,NEUTRAL,6.874160322436196,BULL
Lands End,LE,Tue before market,-9,2020-06-01,2020-06-02,PREMARKET,6.37,6.5,7.22,6.42,7.44,6.99,6.37,6.25,-11.080332409972293,9.733124018838302,BEAR,NEUTRAL,9.733124018838302,BULL
Zoom,ZM,Tue after market,90,2020-06-01,2020-06-02,AFH,210.25,211.7,208.08,223.87,212.69,224.46,197.32,202.32,7.588427527873898,13.75430772349484,BULL,BULL,13.75430772349484,BULL
Build-A-Bear,BBW,Tue before market,-41,2020-06-01,2020-06-02,PREMARKET,2.33,2.06,2.23,2.12,2.36,2.29,2.17,2.05,-4.932735426008961,5.5299539170506895,BEAR,NEUTRAL,5.5299539170506895,BULL
Campbell Soup,CPB,Wed before market,64,2020-06-01,2020-06-03,PREMARKET,49.31,50.04,50.09,47.02,50.14,50.07,49.1,46.85,-6.12896785785586,1.9755600814663987,BEAR,BULL,1.9755600814663987,NEUTRAL
American Eagle,AEO,Wed before market,16,2020-06-01,2020-06-03,PREMARKET,9.85,11.06,10.07,11.55,10.38,11.89,9.55,10.9,14.697120158887799,24.502617801047123,BULL,NEUTRAL,24.502617801047123,BULL
Canada Goose,GOOS,Wed before market,10,2020-06-01,2020-06-03,PREMARKET,20.98,23.0,21.59,25.42,21.87,25.65,20.76,22.9,17.739694302918018,23.554913294797664,BULL,NEUTRAL,23.554913294797664,BULL
Express,EXPR,Wed before market,-4,2020-06-01,2020-06-03,PREMARKET,1.92,1.83,2.03,1.87,2.08,1.89,1.89,1.78,-7.881773399014769,0.0,BEAR,NEUTRAL,0.0,NEUTRAL
Tilly's,TLYS,Wed after market,31,2020-06-01,2020-06-03,AFH,5.83,6.01,5.92,5.78,6.12,6.27,5.54,5.54,-2.3648648648648574,13.176895306859194,BEAR,NEUTRAL,13.176895306859194,BULL
Smuckers,SJM,Thu before market,45,2020-06-01,2020-06-04,PREMARKET,111.47,105.48,110.38,105.09,111.89,109.49,110.09,104.3,-4.792534879507149,-0.5450086293033007,BEAR,NEUTRAL,-0.5450086293033007,NEUTRAL
G-III,GIII,Thu before market,4,2020-06-01,2020-06-04,PREMARKET,12.1,14.5,13.43,15.66,13.6,15.68,12.1,13.49,16.60461653015637,29.586776859504127,BULL,NEUTRAL,29.586776859504127,BULL
Gap,GPS,Thu after market,18,2020-06-01,2020-06-04,AFH,11.18,12.64,12.0,12.17,12.05,12.67,11.1,11.03,1.416666666666666,14.144144144144155,NEUTRAL,NEUTRAL,14.144144144144155,BULL
Casey's,CASY,Mon after market,33,2020-06-08,2020-06-08,AFH,172.29,160.1,168.02,159.91,172.47,167.81,165.01,157.91,-4.826806332579459,1.6968668565541467,BEAR,NEUTRAL,1.6968668565541467,NEUTRAL
Stitch Fix,SFIX,Mon after market,-31,2020-06-08,2020-06-08,AFH,24.93,23.04,24.92,23.55,26.15,24.0,24.68,22.73,-5.497592295345111,-2.7552674230145846,BEAR,NEUTRAL,-2.7552674230145846,BEAR
Chewy,CHWY,Tue after market,0,2020-06-08,2020-06-09,AFH,49.97,50.96,51.51,49.63,52.26,52.35,48.13,48.53,-3.6497767423801064,8.767920216081437,BEAR,NEUTRAL,8.767920216081437,BULL
Five Below,FIVE,Tue after market,-52,2020-06-08,2020-06-09,AFH,106.0,116.76,103.9,113.67,106.35,118.95,102.38,112.46,9.403272377285843,16.184801719085762,BULL,BEAR,16.184801719085762,BULL
Signet Jewelers,SIG,Tue before market,34,2020-06-08,2020-06-09,PREMARKET,15.95,14.95,16.82,14.12,17.15,15.54,15.07,13.37,-16.052318668252084,3.1187790311877794,BEAR,NEUTRAL,3.1187790311877794,BULL
Lovesac,LOVE,Tue before market,8,2020-06-08,2020-06-09,PREMARKET,18.36,20.88,19.75,22.42,20.47,29.74,17.25,20.05,13.51898734177217,72.40579710144928,BULL,NEUTRAL,72.40579710144928,BULL
Guess,GES,Wed before market,-21,2020-06-08,2020-06-10,PREMARKET,12.62,10.63,12.41,9.93,12.86,10.66,12.17,9.45,-19.983883964544724,-12.407559572719807,BEAR,NEUTRAL,-12.407559572719807,BEAR
The Children's Place,PLCE,Thu before market,53,2020-06-08,2020-06-11,PREMARKET,48.33,43.1,47.02,45.19,49.0,46.79,44.41,42.51,-3.8919608677158823,5.359153343841494,BEAR,BULL,5.359153343841494,BULL
Adobe,ADBE,Thu after market,23,2020-06-08,2020-06-11,AFH,400.0,409.3,387.67,406.54,404.2,411.72,387.37,395.41,4.86754198158228,6.2859798125822985,BULL,NEUTRAL,6.2859798125822985,BULL
Lululemon,LULU,Thu after market,2,2020-06-08,2020-06-11,AFH,314.37,302.84,308.12,296.36,321.1,308.38,306.63,289.55,-3.8166947942360085,0.5707204122231913,BEAR,NEUTRAL,0.5707204122231913,NEUTRAL
Dave & Buster's,PLAY,Thu after market,-79,2020-06-08,2020-06-11,AFH,15.14,17.13,14.63,16.6,16.52,17.25,14.36,15.07,13.465481886534514,20.12534818941505,BULL,BEAR,20.12534818941505,BULL
HR Block,HRB,Tue after market,21,2020-06-15,2020-06-16,AFH,17.11,17.02,16.77,15.18,17.18,17.05,16.27,15.11,-9.48121645796064,4.794099569760313,BEAR,NEUTRAL,4.794099569760313,BULL
Groupon,GRPN,Tue after market,-48,2020-06-15,2020-06-16,AFH,25.78,28.32,27.23,21.52,27.94,28.32,24.75,21.47,-20.969518912963647,14.42424242424243,BEAR,NEUTRAL,14.42424242424243,BULL
At Home,HOME,Thu after market,58,2020-06-15,2020-06-18,AFH,7.37,7.33,7.77,6.9,7.94,7.79,7.24,6.64,-11.196911196911186,7.596685082872923,BEAR,BULL,7.596685082872923,BULL
Kroger,KR,Thu before market,75,2020-06-15,2020-06-18,PREMARKET,32.16,31.51,31.97,30.99,32.34,31.66,31.35,29.86,-3.0653737879261844,0.988835725677828,BEAR,BULL,0.988835725677828,NEUTRAL
Designer Brands,DBI,Thu before market,20,2020-06-15,2020-06-18,PREMARKET,7.9,6.89,7.33,7.27,7.91,7.63,7.28,6.56,-0.8185538881309795,4.807692307692313,NEUTRAL,NEUTRAL,4.807692307692313,BULL
Carmax,KMX,Fri before market,-12,2020-06-15,2020-06-19,PREMARKET,96.01,98.45,97.91,91.87,98.69,98.96,95.96,89.68,-6.168930650597481,3.126302626094213,BEAR,NEUTRAL,3.126302626094213,BULL
Logitech,LOGI,Mon after market,17,2020-07-20,2020-07-20,AFH,68.81,70.54,70.54,69.54,70.78,70.85,68.56,69.17,-1.4176353841791944,3.3401400233372014,NEUTRAL,NEUTRAL,3.3401400233372014,BULL
IBM,IBM,Mon after market,33,2020-07-20,2020-07-20,AFH,118.34,123.12,118.63,118.34,119.28,124.07,117.47,118.09,-0.24445755711033357,5.618455775942799,NEUTRAL,NEUTRAL,5.618455775942799,BULL
Snapchat,SNAP,Tue after market,-18,2020-07-20,2020-07-21,AFH,25.58,23.49,24.74,23.2,25.74,23.79,24.58,22.46,-6.224737267582858,-3.2139951179820936,BEAR,NEUTRAL,-3.2139951179820936,BEAR
iRobot,IRBT,Tue after market,-2,2020-07-20,2020-07-21,AFH,86.86,82.66,85.77,79.35,86.86,82.7,83.88,78.66,-7.485134662469395,-1.4067715784453871,BEAR,NEUTRAL,-1.4067715784453871,NEUTRAL
United Air,UAL,Tue after market,-68,2020-07-20,2020-07-21,AFH,32.64,32.82,33.07,31.67,33.78,33.26,32.46,31.63,-4.23344420925309,2.464571780653113,BEAR,BEAR,2.464571780653113,BULL
Coca Cola,KO,Tue before market,-7,2020-07-20,2020-07-21,PREMARKET,45.26,46.04,44.68,45.73,45.37,46.49,44.42,45.47,2.350044762757375,4.66006303466906,BULL,NEUTRAL,4.66006303466906,BULL
Netgear,NTGR,Wed after market,43,2020-07-20,2020-07-22,AFH,30.91,32.0,29.77,31.79,31.0,33.38,29.3,31.35,6.785354383607656,13.92491467576793,BULL,NEUTRAL,13.92491467576793,BULL
Whirlpool,WHR,Wed after market,29,2020-07-20,2020-07-22,AFH,139.67,149.35,142.3,153.67,144.63,157.9,138.79,149.12,7.990161630358372,13.769003530513736,BULL,NEUTRAL,13.769003530513736,BULL
Tesla,TSLA,Wed after market,-24,2020-07-20,2020-07-22,AFH,319.8,335.79,318.47,302.61,325.28,337.8,312.4,296.15,-4.980060916255857,8.130601792573632,BEAR,NEUTRAL,8.130601792573632,BULL
Chipotle,CMG,Wed after market,-26,2020-07-20,2020-07-22,AFH,1161.02,1169.0,1185.27,1121.03,1187.0,1186.0,1161.02,1116.93,-5.419862141115528,2.151556390070808,BEAR,NEUTRAL,2.151556390070808,BULL
Discover,DFS,Wed after market,-51,2020-07-20,2020-07-22,AFH,46.91,48.99,49.37,50.27,49.76,51.59,46.91,48.5,1.8229694146242759,9.976550842037968,NEUTRAL,BEAR,9.976550842037968,BULL
Southwest,LUV,Thu before market,-26,2020-07-20,2020-07-23,PREMARKET,33.5,32.75,33.3,32.79,33.91,34.16,33.05,32.06,-1.531531531531527,3.358547655068067,NEUTRAL,NEUTRAL,3.358547655068067,BULL
Alaska Air,ALK,Thu before market,-43,2020-07-20,2020-07-23,PREMARKET,35.92,36.45,36.3,36.67,37.31,37.95,35.72,34.85,1.0192837465564875,6.243001119820835,NEUTRAL,NEUTRAL,6.243001119820835,BULL
Citrix,CTXS,Thu before market,-55,2020-07-20,2020-07-23,PREMARKET,166.85,151.73,165.3,143.93,171.64,158.92,165.2,142.33,-12.928009679370845,-3.801452784503634,BEAR,BEAR,-3.801452784503634,BEAR
5/3 Bank,FITB,Thu before market,-57,2020-07-20,2020-07-23,PREMARKET,18.43,18.32,18.71,18.71,18.79,18.79,18.33,17.6,0.0,2.5095471903982647,NEUTRAL,BEAR,2.5095471903982647,BULL
Kimberly-Clark,KMB,Thu before market,-68,2020-07-20,2020-07-23,PREMARKET,139.23,140.84,139.73,142.67,140.22,144.63,137.9,140.41,2.1040578258069154,4.880348078317609,BULL,BEAR,4.880348078317609,BULL
American Airlines,AAL,Thu before market,-70,2020-07-20,2020-07-23,PREMARKET,11.38,11.27,11.36,11.77,11.67,12.41,11.3,11.01,3.609154929577474,9.823008849557514,BULL,BEAR,9.823008849557514,BULL
Mattel,MAT,Thu after market,74,2020-07-20,2020-07-23,AFH,11.5,11.94,11.63,11.34,11.85,11.96,11.44,11.02,-2.493551160791063,4.545454545454564,BEAR,BULL,4.545454545454564,BULL
Skechers,SKX,Thu after market,22,2020-07-20,2020-07-23,AFH,30.8,34.01,31.07,30.24,31.98,34.01,30.56,29.94,-2.671387190215646,11.289267015706805,BEAR,NEUTRAL,11.289267015706805,BULL
BJ's,BJRI,Thu after market,-47,2020-07-20,2020-07-23,AFH,18.71,19.77,19.0,20.94,19.2,21.01,18.21,19.04,10.210526315789469,15.376166941241088,BULL,NEUTRAL,15.376166941241088,BULL
Daimler,DDAIF,Thu before market,33,2020-07-20,2020-07-23,PREMARKET,44.53,46.71,44.76,46.05,45.06,47.07,44.53,45.75,2.8820375335120607,5.704019761958223,BULL,NEUTRAL,5.704019761958223,BULL
AutoNation,AN,Thu before market,-1,2020-07-20,2020-07-23,PREMARKET,45.53,52.26,48.85,52.55,49.15,53.49,45.53,49.66,7.5742067553735914,17.48297825609488,BULL,NEUTRAL,17.48297825609488,BULL
Bloomin Brands,BLMN,Fri before market,35,2020-07-20,2020-07-24,PREMARKET,10.73,11.15,10.76,11.56,10.94,11.81,10.42,10.56,7.434944237918217,13.339731285988488,BULL,NEUTRAL,13.339731285988488,BULL
AMEX,AXP,Fri before market,-25,2020-07-20,2020-07-24,PREMARKET,94.25,94.04,95.4,94.07,96.49,95.87,94.25,92.07,-1.394129979035652,1.71883289124668,NEUTRAL,NEUTRAL,1.71883289124668,NEUTRAL
JetBlue,JBLU,Tue before market,-55,2020-07-27,2020-07-28,PREMARKET,10.32,10.1,10.23,10.31,10.49,10.48,10.12,10.03,0.782013685239491,3.5573122529644285,NEUTRAL,BEAR,3.5573122529644285,BULL
Hawaiian Holdings,HA,Tue after market,-91,2020-07-27,2020-07-28,AFH,12.98,12.86,13.17,12.14,13.44,13.12,12.81,11.66,-7.820804859529229,2.4199843871974824,BEAR,BEAR,2.4199843871974824,BULL
Starbucks,SBUX,Tue after market,-13,2020-07-27,2020-07-28,AFH,74.91,76.15,73.28,76.01,75.0,77.06,73.2,75.5,3.7254366812227158,5.273224043715841,BULL,NEUTRAL,5.273224043715841,BULL
Altria,MO,Tue before market,-59,2020-07-27,2020-07-28,PREMARKET,38.97,39.88,39.09,39.46,39.22,40.09,38.75,39.17,0.9465336403172042,3.4580645161290446,NEUTRAL,BEAR,3.4580645161290446,BULL
Visa,V,Tue after market,0,2020-07-27,2020-07-28,AFH,196.24,191.67,195.29,197.12,197.9,197.43,195.26,191.63,0.9370679502278767,1.111338727850053,NEUTRAL,NEUTRAL,1.111338727850053,NEUTRAL
Xerox,XRX,Tue before market,-2,2020-07-27,2020-07-28,PREMARKET,14.99,15.32,15.12,14.53,15.12,15.65,14.63,14.37,-3.9021164021164068,6.971975393028029,BEAR,NEUTRAL,6.971975393028029,BULL
Polaris,PII,Tue before market,35,2020-07-27,2020-07-28,PREMARKET,92.54,100.84,95.31,102.4,95.52,106.02,91.75,100.8,7.4388836428496585,15.553133514986373,BULL,NEUTRAL,15.553133514986373,BULL
Canon,CAJ,Tue before market,34,2020-07-27,2020-07-28,PREMARKET,19.44,18.52,19.45,18.01,19.59,18.54,19.41,18.01,-7.403598971722358,-4.482225656877903,BEAR,NEUTRAL,-4.482225656877903,BEAR
Sherwin-Williams,SHW,Tue before market,10,2020-07-27,2020-07-28,PREMARKET,206.64,214.49,206.41,209.06,208.51,217.75,205.75,205.11,1.2838525265248757,5.832320777642774,NEUTRAL,NEUTRAL,5.832320777642774,BULL
McDonalds,MCD,Tue before market,-8,2020-07-27,2020-07-28,PREMARKET,193.38,192.95,195.52,190.66,196.76,194.2,193.06,189.94,-2.485679214402625,0.5904900031078242,BEAR,NEUTRAL,0.5904900031078242,NEUTRAL
Kering,PPRUY,Tue before market,-10,2020-07-27,2020-07-28,PREMARKET,57.57,56.5,57.12,57.94,57.95,59.52,57.03,55.49,1.4355742296918717,4.366123093108887,NEUTRAL,NEUTRAL,4.366123093108887,BULL
Harley,HOG,Tue before market,-50,2020-07-27,2020-07-28,PREMARKET,28.55,27.13,29.03,28.81,29.13,29.17,28.4,25.76,-0.757836720633831,2.7112676056338048,NEUTRAL,BEAR,2.7112676056338048,BULL
Denny's,DENN,Tue after market,6,2020-07-27,2020-07-28,AFH,8.65,8.81,8.96,9.04,9.2,9.14,8.62,8.53,0.8928571428571175,6.032482598607913,NEUTRAL,NEUTRAL,6.032482598607913,BULL
GM,GM,Wed before market,-4,2020-07-27,2020-07-29,PREMARKET,25.78,27.04,26.33,25.89,26.75,27.05,25.69,24.93,-1.6710976072920491,5.293888672635272,NEUTRAL,NEUTRAL,5.293888672635272,BULL
Spotify,SPOT,Wed before market,68,2020-07-27,2020-07-29,PREMARKET,270.0,254.88,267.12,262.21,275.85,268.58,266.86,251.02,-1.838125187181805,0.6445327137824863,NEUTRAL,BULL,0.6445327137824863,NEUTRAL
Wingstop,WING,Wed before market,-25,2020-07-27,2020-07-29,PREMARKET,128.8,134.64,127.74,149.09,129.89,149.91,126.12,134.13,16.71363707530924,18.862987630827767,BULL,NEUTRAL,18.862987630827767,BULL
Sprouts,SFM,Wed after market,3,2020-07-27,2020-07-29,AFH,27.02,27.21,27.15,26.5,27.36,27.67,26.21,26.19,-2.3941068139963106,5.570392979778704,BEAR,NEUTRAL,5.570392979778704,BULL
PayPal,PYPL,Wed after market,-11,2020-07-27,2020-07-29,AFH,178.45,191.81,184.6,192.51,185.44,198.66,178.27,189.13,4.284940411700977,11.437706849161366,BULL,NEUTRAL,11.437706849161366,BULL
Cheesecake Factory,CAKE,Wed after market,-26,2020-07-27,2020-07-29,AFH,25.6,25.0,26.57,25.44,27.28,25.7,25.6,24.39,-4.252916823485132,0.390625,BEAR,NEUTRAL,0.390625,NEUTRAL
Churchill Downs,CHDN,Wed after market,-51,2020-07-27,2020-07-29,AFH,127.43,125.08,129.02,138.59,131.31,138.8,127.42,123.7,7.417454658192524,8.93109401977712,BULL,BEAR,8.93109401977712,BULL
Puma,PMMAF,Wed before market,0,2020-07-27,2020-07-29,PREMARKET,77.35,80.04,77.35,80.04,77.35,80.04,77.35,80.04,3.4776987718164287,3.4776987718164287,BULL,NEUTRAL,3.4776987718164287,BULL
Facebook,FB,Wed after market,4,2020-07-27,2020-07-29,AFH,231.14,230.22,233.29,234.5,233.7,234.89,230.31,229.0,0.5186677525826244,1.9886240284833434,NEUTRAL,NEUTRAL,1.9886240284833434,NEUTRAL
Hanes,HBI,Thu before market,-12,2020-07-27,2020-07-30,PREMARKET,13.67,14.38,13.99,13.63,14.1,14.91,13.61,13.39,-2.573266619013581,9.551800146950784,BEAR,NEUTRAL,9.551800146950784,BULL
Keurig Dr Pepper,KDP,Thu before market,-14,2020-07-27,2020-07-30,PREMARKET,30.57,30.31,30.65,30.17,30.85,30.39,30.35,29.4,-1.566068515497543,0.13179571663921585,NEUTRAL,NEUTRAL,0.13179571663921585,NEUTRAL
Kellogg,K,Thu before market,-17,2020-07-27,2020-07-30,PREMARKET,68.15,68.82,67.81,67.47,68.39,69.66,67.47,66.75,-0.5014009733077751,3.245887060915953,NEUTRAL,NEUTRAL,3.245887060915953,BULL
Tempur Sealy,TPX,Thu before market,4,2020-07-27,2020-07-30,PREMARKET,18.89,20.81,19.44,20.13,19.45,21.01,18.69,18.91,3.549382716049365,12.413055109684334,BULL,NEUTRAL,12.413055109684334,BULL
Molson Coors,TAP,Thu before market,-23,2020-07-27,2020-07-30,PREMARKET,36.25,38.14,36.47,37.17,36.66,38.74,35.76,36.86,1.9193857965451144,8.333333333333348,NEUTRAL,NEUTRAL,8.333333333333348,BULL
AB Inbev,BUD,Thu before market,-25,2020-07-27,2020-07-30,PREMARKET,55.95,57.81,56.22,57.59,56.45,58.06,55.54,56.24,2.436855211668454,4.537270435722007,BULL,NEUTRAL,4.537270435722007,BULL
UPS,UPS,Thu before market,10,2020-07-27,2020-07-30,PREMARKET,117.16,133.75,120.17,137.45,120.77,141.37,117.01,131.31,14.379628859116234,20.81873344158618,BULL,NEUTRAL,20.81873344158618,BULL
Sirius XM,SIRI,Thu before market,-25,2020-07-27,2020-07-30,PREMARKET,5.91,6.01,5.85,5.81,5.96,6.14,5.81,5.76,-0.6837606837606813,5.679862306368322,NEUTRAL,NEUTRAL,5.679862306368322,BULL
Black & Decker,SWK,Thu before market,34,2020-07-27,2020-07-30,PREMARKET,150.36,151.17,153.12,151.53,153.28,154.16,150.36,147.65,-1.0384012539184972,2.5272678903963675,NEUTRAL,NEUTRAL,2.5272678903963675,BULL
Genuine Parts,GPC,Thu before market,-41,2020-07-27,2020-07-30,PREMARKET,86.14,87.16,88.37,87.24,88.47,88.97,86.14,84.74,-1.2787144958696484,3.2853494311585685,NEUTRAL,NEUTRAL,3.2853494311585685,BULL
Ford,F,Thu after market,11,2020-07-27,2020-07-30,AFH,6.74,6.89,6.74,6.61,6.83,6.9,6.67,6.52,-1.928783382789312,3.4482758620689724,NEUTRAL,NEUTRAL,3.4482758620689724,BULL
Apple,AAPL,Thu after market,28,2020-07-27,2020-07-30,AFH,93.56,102.2,95.55,105.55,95.65,105.7,93.14,100.15,10.465724751439032,13.485076229332194,BULL,NEUTRAL,13.485076229332194,BULL
Yum,YUM,Thu before market,-6,2020-07-27,2020-07-30,PREMARKET,90.73,91.12,92.76,89.64,93.36,92.15,90.65,88.6,-3.363518758085382,1.6547159404302292,BEAR,NEUTRAL,1.6547159404302292,NEUTRAL
Amazon,AMZN,Thu after market,-10,2020-07-27,2020-07-30,AFH,3014.0,3244.0,3051.88,3164.68,3092.0,3246.82,3005.0,3151.0,3.696082414773838,8.047254575707164,BULL,NEUTRAL,8.047254575707164,BULL
Crocs,CROX,Thu before market,24,2020-07-27,2020-07-30,PREMARKET,35.74,38.44,37.37,37.54,37.67,39.74,35.71,36.87,0.4549103559004619,11.285354242509094,NEUTRAL,NEUTRAL,11.285354242509094,BULL
SkyWest,SKYW,Thu after market,-86,2020-07-27,2020-07-30,AFH,28.05,27.61,28.39,26.31,28.84,28.4,27.49,25.0,-7.326523423740761,3.3102946526009536,BEAR,BEAR,3.3102946526009536,BULL
Shake Shack,SHAK,Thu after market,-28,2020-07-27,2020-07-30,AFH,53.89,52.6,55.22,48.55,56.3,53.28,53.89,47.13,-12.078956899674031,-1.1319354240118762,BEAR,NEUTRAL,-1.1319354240118762,NEUTRAL
Expedia,EXPE,Thu after market,-44,2020-07-27,2020-07-30,AFH,83.91,80.83,84.93,81.01,85.08,81.32,81.48,76.75,-4.6155657600376765,-0.19636720667649543,BEAR,NEUTRAL,-0.19636720667649543,NEUTRAL
Phillips 66,PSX,Fri before market,9,2020-07-27,2020-07-31,PREMARKET,60.03,57.55,59.17,58.16,60.22,59.18,57.49,56.82,-1.7069460875443698,2.9396416768133538,NEUTRAL,NEUTRAL,2.9396416768133538,BULL
Snap-On,SNA,Fri before market,-9,2020-07-27,2020-07-31,PREMARKET,139.59,141.03,140.83,141.39,142.34,142.37,137.98,137.2,0.3976425477525858,3.1816205247137352,NEUTRAL,NEUTRAL,3.1816205247137352,BULL
Church & Dwight,CHD,Fri before market,-19,2020-07-27,2020-07-31,PREMARKET,88.04,92.44,88.79,94.97,89.17,95.04,87.43,90.74,6.9602432706385775,8.7041061420565,BULL,NEUTRAL,8.7041061420565,BULL
Pinterest,PINS,Fri before market,58,2020-07-27,2020-07-31,PREMARKET,24.59,33.56,25.19,34.29,25.37,34.5,24.41,31.0,36.12544660579593,41.33551823023352,BULL,BULL,41.33551823023352,BULL
Under Armour,UAA,Fri before market,33,2020-07-27,2020-07-31,PREMARKET,11.5,11.29,11.45,10.52,11.84,11.9,11.35,10.3,-8.122270742358072,4.845814977973584,BEAR,NEUTRAL,4.845814977973584,BULL
Chevron,CVX,Fri before market,-36,2020-07-27,2020-07-31,PREMARKET,82.57,77.74,80.56,78.38,82.64,78.53,80.02,76.11,-2.7060575968222533,-1.8620344913771514,BEAR,NEUTRAL,-1.8620344913771514,NEUTRAL
Take-Two,TTWO,Mon after market,-24,2020-08-03,2020-08-03,AFH,165.64,175.69,167.69,177.52,169.19,180.61,164.25,172.06,5.862007275329484,9.960426179604266,BULL,NEUTRAL,9.960426179604266,BULL
Texas Roadhouse,TXRH,Mon after market,-27,2020-08-03,2020-08-03,AFH,55.97,60.38,57.11,59.44,57.36,61.13,55.03,57.46,4.079845911399049,11.084862802107942,BULL,NEUTRAL,11.084862802107942,BULL
Hyatt,H,Mon after market,-60,2020-08-03,2020-08-03,AFH,48.0,46.08,47.98,49.24,48.4,49.5,46.8,45.62,2.6260942059191494,5.769230769230771,BULL,BEAR,5.769230769230771,BULL
Weight Watchers,WW,Tue after market,9,2020-08-03,2020-08-04,AFH,27.0,24.75,26.52,24.41,27.08,26.15,26.16,23.5,-7.956259426847656,-0.03822629969419955,BEAR,NEUTRAL,-0.03822629969419955,NEUTRAL
Allstate,ALL,Tue after market,-25,2020-08-03,2020-08-04,AFH,93.71,95.27,93.38,91.94,94.72,97.57,92.99,91.1,-1.5420860998072383,4.925260780729102,NEUTRAL,NEUTRAL,4.925260780729102,BULL
Planet Fitness,PLNT,Tue after market,-40,2020-08-03,2020-08-04,AFH,50.96,51.38,53.64,49.97,53.95,52.68,50.6,49.77,-6.8419090231170765,4.110671936758892,BEAR,NEUTRAL,4.110671936758892,BULL
Beyond Meat,BYND,Tue after market,-74,2020-08-03,2020-08-04,AFH,138.67,130.14,142.25,132.69,142.51,138.39,134.16,130.0,-6.720562390158169,3.1529516994633244,BEAR,BEAR,3.1529516994633244,BULL
Polo,RL,Tue before market,6,2020-08-03,2020-08-04,PREMARKET,70.89,65.05,69.32,66.3,70.89,66.86,68.26,63.53,-4.356607039815341,-2.0509815411661414,BEAR,NEUTRAL,-2.0509815411661414,BEAR
