Company,Ticker,Earning Time,Earning Score,Starting Week,Earning Date,Market Time,Left-day Open,Right-day Open,Left-day Close,Right-day Close,Left-day High,Right-day High,Left-day Low,Right-day Low,Close diff,Hi-lo diff,Change,Predict,DIFF,True Label
Canada Goose,GOOS,Thu before market,11,2021-05-10,2021-05-13,PREMARKET,42.04,42.35,41.49,37.8,42.28,42.58,40.97,37.6,-8.893709327548816,3.929704661947775,BEAR,NEUTRAL,3.929704661947775,BULL
Fiesta Group,FRGI,Thu after market,-8,2021-05-10,2021-05-13,AFH,13.15,13.74,13.39,13.53,13.5,14.32,12.65,13.38,1.0455563853622118,13.201581027667974,NEUTRAL,NEUTRAL,13.201581027667974,BULL
Honda,HMC,Fri before market,-37,2021-05-10,2021-05-14,PREMARKET,29.96,30.46,30.51,30.25,30.61,30.52,29.92,30.02,-0.852179613241566,2.0053475935828846,NEUTRAL,NEUTRAL,2.0053475935828846,BULL
Take-Two,TTWO,Tue after market,-25,2021-05-17,2021-05-18,AFH,168.67,171.0,167.69,179.35,171.42,179.9,166.72,170.79,6.953306696881145,7.905470249520152,BULL,NEUTRAL,7.905470249520152,BULL
Walmart,WMT,Tue before market,-31,2021-05-17,2021-05-18,PREMARKET,139.49,142.98,138.38,141.39,139.89,144.05,138.26,140.69,2.1751698222286286,4.187762187183575,BULL,NEUTRAL,4.187762187183575,BULL
Home Depot,HD,Tue before market,16,2021-05-17,2021-05-18,PREMARKET,317.71,316.72,316.73,313.5,319.52,321.23,312.08,311.55,-1.0197960407918427,2.931940528069732,NEUTRAL,NEUTRAL,2.931940528069732,BULL
Macy's,M,Tue before market,-7,2021-05-17,2021-05-18,PREMARKET,18.06,19.44,19.16,19.09,19.29,19.65,18.0,18.53,-0.36534446764091566,9.166666666666657,NEUTRAL,NEUTRAL,9.166666666666657,BULL
Lowe's,LOW,Wed before market,-5,2021-05-17,2021-05-19,PREMARKET,193.2,188.75,191.95,189.93,195.19,190.86,190.92,185.61,-1.0523573847356027,-0.03142677561280838,NEUTRAL,NEUTRAL,-0.03142677561280838,NEUTRAL
Target,TGT,Wed before market,-18,2021-05-17,2021-05-19,PREMARKET,210.49,209.59,205.72,218.26,210.96,219.07,205.5,209.08,6.095664009333079,6.603406326034067,BULL,NEUTRAL,6.603406326034067,BULL
TJX,TJX,Wed before market,-34,2021-05-17,2021-05-19,PREMARKET,71.94,69.86,70.88,67.13,72.54,69.86,70.7,66.19,-5.29063205417607,-1.1881188118811892,BEAR,NEUTRAL,-1.1881188118811892,NEUTRAL
L Brands,LB,Wed after market,1,2021-05-17,2021-05-19,AFH,66.77,66.68,66.99,64.37,67.73,68.08,65.69,62.5,-3.911031497238382,3.638301111280251,BEAR,NEUTRAL,3.638301111280251,BULL
Shoe Carnival,SCVL,Wed after market,-24,2021-05-17,2021-05-19,AFH,31.09,28.17,31.14,31.67,31.58,33.19,29.87,28.17,1.7019910083494016,11.114830934047525,NEUTRAL,NEUTRAL,11.114830934047525,BULL
Polo,RL,Thu before market,-7,2021-05-17,2021-05-20,PREMARKET,133.7,125.38,130.3,121.17,133.96,125.99,129.19,117.61,-7.006907137375295,-2.476971901849989,BEAR,NEUTRAL,-2.476971901849989,BEAR
Kohl's,KSS,Thu before market,-65,2021-05-17,2021-05-20,PREMARKET,59.99,55.05,59.7,53.63,60.6,55.94,58.89,52.02,-10.167504187604692,-5.0093394464255425,BEAR,BEAR,-5.0093394464255425,BEAR
Ross Stores,ROST,Thu after market,-13,2021-05-17,2021-05-20,AFH,124.33,124.44,122.19,122.96,125.62,125.42,121.33,121.5,0.6301661347082321,3.370971729992589,NEUTRAL,NEUTRAL,3.370971729992589,BULL
Deckers,DECK,Thu after market,-37,2021-05-17,2021-05-20,AFH,323.0,332.7,311.22,335.76,323.16,345.21,306.0,324.0,7.8850973587815565,12.81372549019608,BULL,NEUTRAL,12.81372549019608,BULL
Footlocker,FL,Fri before market,39,2021-05-17,2021-05-21,PREMARKET,61.35,60.8,59.5,60.67,61.45,62.21,58.0,59.15,1.9663865546218462,7.258620689655171,NEUTRAL,NEUTRAL,7.258620689655171,BULL
Deere,DE,Fri before market,-16,2021-05-17,2021-05-21,PREMARKET,357.02,356.88,354.31,358.82,358.08,367.44,349.63,351.26,1.2728966159577748,5.093956468266447,NEUTRAL,NEUTRAL,5.093956468266447,BULL
Urban Outfitters,URBN,Tue after market,-28,2021-05-24,2021-05-25,AFH,35.0,39.36,34.96,38.47,35.68,40.92,34.29,37.57,10.040045766590389,19.335083114610676,BULL,NEUTRAL,19.335083114610676,BULL
Intuit,INTU,Tue after market,-26,2021-05-24,2021-05-25,AFH,439.5,440.41,438.48,442.29,441.52,445.14,436.37,437.08,0.86891078270388,2.009762357632283,NEUTRAL,NEUTRAL,2.009762357632283,BULL
Nordstrom,JWN,Tue after market,-16,2021-05-24,2021-05-25,AFH,37.37,33.9,36.48,34.37,38.06,34.98,36.33,32.55,-5.783991228070173,-3.715937241948808,BEAR,NEUTRAL,-3.715937241948808,BEAR
AutoZone,AZO,Tue before market,-38,2021-05-24,2021-05-25,PREMARKET,1461.03,1453.6,1448.4,1420.56,1472.16,1455.0,1442.24,1411.23,-1.9221209610604917,0.884734856889291,NEUTRAL,NEUTRAL,0.884734856889291,NEUTRAL
Cracker Barrel,CBRL,Tue before market,-35,2021-05-24,2021-05-25,PREMARKET,160.37,163.72,159.8,156.62,161.64,164.08,159.01,151.65,-1.9899874843554488,3.1884787120306957,NEUTRAL,NEUTRAL,3.1884787120306957,BULL
Abercrombie,ANF,Wed before market,17,2021-05-24,2021-05-26,PREMARKET,37.94,40.75,38.05,41.02,38.5,43.9,37.21,40.45,7.805519053876497,17.979037893039497,BULL,NEUTRAL,17.979037893039497,BULL
Nvidia,NVDA,Wed after market,-38,2021-05-24,2021-05-26,AFH,157.31,156.96,156.96,154.84,157.9,157.46,155.83,154.56,-1.3506625891947066,1.0460116793941987,NEUTRAL,NEUTRAL,1.0460116793941987,NEUTRAL
Amerco,UHAL,Wed after market,-35,2021-05-24,2021-05-26,AFH,573.62,549.49,573.95,566.26,580.61,569.04,570.33,534.51,-1.33983796497954,-0.22618484035559216,NEUTRAL,NEUTRAL,-0.22618484035559216,NEUTRAL
Elf Beauty,ELF,Wed after market,-58,2021-05-24,2021-05-26,AFH,28.51,28.06,29.65,28.52,29.75,29.45,28.46,27.36,-3.8111298482293443,3.478566408995065,BEAR,BEAR,3.478566408995065,BULL
DSW,DBI,Wed before market,21,2021-05-24,2021-05-26,PREMARKET,18.64,18.31,18.09,19.43,18.94,19.49,17.99,18.3,7.407407407407396,8.337965536409108,BULL,NEUTRAL,8.337965536409108,BULL
Build-A-Bear,BBW,Wed before market,79,2021-05-24,2021-05-26,PREMARKET,10.25,11.0,10.1,14.07,10.52,14.14,9.59,10.62,39.30693069306932,47.44525547445255,BULL,BULL,47.44525547445255,BULL
American Eagle,AEO,Wed after market,21,2021-05-24,2021-05-26,AFH,34.26,34.65,34.99,35.79,35.35,36.05,34.01,33.33,2.286367533581024,5.998235812996167,BULL,NEUTRAL,5.998235812996167,BULL
Ollie's,OLLI,Thu after market,-47,2021-05-24,2021-05-27,AFH,80.29,88.75,80.39,86.44,80.75,90.25,78.21,85.37,7.525811668117921,15.394450837488826,BULL,NEUTRAL,15.394450837488826,BULL
Gap,GPS,Thu after market,-39,2021-05-24,2021-05-27,AFH,34.31,34.87,35.02,33.33,35.22,35.01,34.02,32.74,-4.825813820673918,2.910052910052885,BEAR,NEUTRAL,2.910052910052885,BULL
Salesforce,CRM,Thu after market,-34,2021-05-24,2021-05-27,AFH,229.52,239.22,225.83,238.1,229.52,243.5,225.39,237.83,5.433290528273482,8.034961622077287,BULL,NEUTRAL,8.034961622077287,BULL
Costco,COST,Thu after market,-27,2021-05-24,2021-05-27,AFH,384.41,383.43,386.77,377.56,387.04,384.59,382.78,376.32,-2.3812601804690026,0.4728564710799965,BEAR,NEUTRAL,0.4728564710799965,NEUTRAL
Autodesk,ADSK,Thu after market,-23,2021-05-24,2021-05-27,AFH,290.25,287.0,286.67,285.86,291.17,291.5,284.8,282.15,-0.28255485401332825,2.35252808988764,NEUTRAL,NEUTRAL,2.35252808988764,BULL
Dollar Tree,DLTR,Thu before market,-54,2021-05-24,2021-05-27,PREMARKET,107.28,102.34,108.47,100.11,108.63,103.85,106.8,99.55,-7.707200147506221,-2.762172284644193,BEAR,BEAR,-2.762172284644193,BEAR
Burlington,BURL,Thu before market,-52,2021-05-24,2021-05-27,PREMARKET,323.57,328.2,328.2,324.65,332.69,330.0,321.25,320.29,-1.0816575258988492,2.7237354085603016,NEUTRAL,BEAR,2.7237354085603016,BULL
Dollar General,DG,Thu before market,-43,2021-05-24,2021-05-27,PREMARKET,199.3,203.61,199.59,204.0,201.16,207.6,198.56,201.86,2.2095295355478717,4.5527800161160314,BULL,NEUTRAL,4.5527800161160314,BULL
Best Buy,BBY,Thu before market,-37,2021-05-24,2021-05-27,PREMARKET,115.28,120.25,116.24,117.41,117.66,122.06,114.51,115.91,1.0065381968341391,6.593310627892768,NEUTRAL,NEUTRAL,6.593310627892768,BULL
Ulta,ULTA,Thu after market,-6,2021-05-24,2021-05-27,AFH,329.0,343.2,328.36,345.36,329.58,351.72,320.32,340.61,5.177244487757338,9.802697302697316,BULL,NEUTRAL,9.802697302697316,BULL
Big Lots,BIG,Fri before market,-12,2021-05-24,2021-05-28,PREMARKET,65.82,62.12,64.27,60.68,66.03,62.64,63.49,58.37,-5.585809864633573,-1.3387935107891047,BEAR,NEUTRAL,-1.3387935107891047,NEUTRAL
Zoom,ZM,Tue after market,-79,2021-06-01,2021-06-02,AFH,331.88,320.11,327.11,319.01,333.79,325.83,322.21,318.25,-2.4762312371985007,1.123490891033807,BEAR,BEAR,1.123490891033807,NEUTRAL
Advance Auto,AAP,Wed before market,63,2021-06-01,2021-06-03,PREMARKET,194.78,189.82,190.36,190.17,196.99,191.82,190.07,188.0,-0.0998108846396395,0.9207134213710777,NEUTRAL,BULL,0.9207134213710777,NEUTRAL
Lands End,LE,Wed before market,37,2021-06-01,2021-06-03,PREMARKET,30.89,32.14,31.97,33.96,32.49,35.23,29.67,31.78,6.224585548952155,18.73946747556452,BULL,NEUTRAL,18.73946747556452,BULL
Express,EXPR,Thu before market,27,2021-06-01,2021-06-04,PREMARKET,5.46,5.18,5.24,4.94,5.74,5.29,4.85,4.83,-5.725190839694649,9.07216494845362,BEAR,NEUTRAL,9.07216494845362,BULL
Smuckers,SJM,Thu before market,-39,2021-06-01,2021-06-04,PREMARKET,135.66,137.62,136.84,138.77,138.4,139.59,135.15,136.7,1.410406313943291,3.2852386237513853,NEUTRAL,NEUTRAL,3.2852386237513853,BULL
Stitch Fix,SFIX,Mon after market,-42,2021-06-07,2021-06-07,AFH,55.6,66.6,57.94,66.1,59.93,69.2,54.95,62.5,14.083534691059718,25.9326660600546,BULL,NEUTRAL,25.9326660600546,BULL
Casey's Stores,CASY,Tue after market,12,2021-06-07,2021-06-08,AFH,214.69,205.93,214.39,204.55,215.98,207.33,213.99,199.94,-4.589766313727306,-3.1122949670545297,BEAR,NEUTRAL,-3.1122949670545297,BEAR
Campbell Soup,CPB,Wed before market,-52,2021-06-07,2021-06-09,PREMARKET,49.18,44.58,48.72,45.55,49.25,46.7,48.38,44.38,-6.50656814449918,-3.4725093013642017,BEAR,BEAR,-3.4725093013642017,BEAR
Lovesac,LOVE,Wed before market,-54,2021-06-07,2021-06-09,PREMARKET,85.52,81.76,81.76,83.42,86.74,88.0,81.23,80.86,2.0303326810175992,8.334359226886612,BULL,BEAR,8.334359226886612,BULL
Oxford,OXM,Wed after market,-2,2021-06-07,2021-06-09,AFH,97.73,106.69,97.69,105.66,97.89,113.99,95.1,105.58,8.15846043607329,19.863301787592015,BULL,NEUTRAL,19.863301787592015,BULL
GameStop,GME,Wed after market,-79,2021-06-07,2021-06-09,AFH,303.12,282.0,302.56,220.39,328.0,288.0,291.51,211.0,-27.158249603384455,-1.2040753318925512,BEAR,BEAR,-1.2040753318925512,NEUTRAL
Signet Jewelers,SIG,Thu before market,4,2021-06-07,2021-06-10,PREMARKET,61.27,65.32,60.87,69.39,62.28,74.59,59.41,64.82,13.997042878265153,25.551253997643506,BULL,NEUTRAL,25.551253997643506,BULL
Dave & Buster's,PLAY,Thu after market,24,2021-06-07,2021-06-10,AFH,45.73,46.82,44.08,42.87,46.04,47.95,43.05,41.96,-2.745009074410165,11.38211382113823,BEAR,NEUTRAL,11.38211382113823,BULL
Chewy,CHWY,Thu after market,-43,2021-06-07,2021-06-10,AFH,78.19,76.91,79.35,74.74,80.35,78.51,77.62,74.58,-5.809703843730308,1.1466116980159757,BEAR,NEUTRAL,1.1466116980159757,NEUTRAL
HR Block,HRB,Tue after market,-2,2021-06-14,2021-06-15,AFH,25.24,23.84,24.98,23.36,25.3,24.43,24.69,22.56,-6.485188150520416,-1.053057918185507,BEAR,NEUTRAL,-1.053057918185507,NEUTRAL
Adobe,ADBE,Thu after market,-24,2021-06-14,2021-06-17,AFH,539.99,569.96,551.36,565.59,552.72,570.0,538.75,556.39,2.580890887986076,5.8004640371229765,BULL,NEUTRAL,5.8004640371229765,BULL
Kroger,KR,Thu before market,-29,2021-06-14,2021-06-17,PREMARKET,37.56,37.39,37.37,38.99,37.79,39.43,37.24,36.59,4.3350280974043365,5.880773361976366,BULL,NEUTRAL,5.880773361976366,BULL
Darden,DRI,Thu before market,-15,2021-06-21,2021-06-24,PREMARKET,134.35,137.05,134.45,138.82,135.56,140.29,133.56,135.54,3.250278914094462,5.03893381251872,BULL,NEUTRAL,5.03893381251872,BULL
Rite Aid,RAD,Thu before market,-37,2021-06-21,2021-06-24,PREMARKET,19.94,17.79,20.42,17.46,20.42,18.37,19.65,17.29,-14.495592556317337,-6.513994910941467,BEAR,NEUTRAL,-6.513994910941467,BEAR
Nike,NKE,Thu after market,1,2021-06-21,2021-06-24,AFH,133.68,152.16,133.38,154.1,134.6,154.34,132.68,150.23,15.53456290298396,16.324992463069044,BULL,NEUTRAL,16.324992463069044,BULL
FedEx,FDX,Thu after market,-47,2021-06-21,2021-06-24,AFH,300.11,291.91,302.09,291.13,302.98,293.92,297.4,285.71,-3.6280578635505933,-1.1701412239408127,BEAR,NEUTRAL,-1.1701412239408127,NEUTRAL
Carmax,KMX,Fri before market,55,2021-06-21,2021-06-25,PREMARKET,119.25,125.68,119.43,127.4,120.73,128.28,119.08,122.3,6.673365151134547,7.725898555592892,BULL,BULL,7.725898555592892,BULL
IBM,IBM,Mon after market,-7,2021-07-19,2021-07-19,AFH,134.9,141.37,136.35,138.38,136.91,143.27,134.66,137.12,1.4888155482214893,6.393880885192349,NEUTRAL,NEUTRAL,6.393880885192349,BULL
Netflix,NFLX,Tue after market,-68,2021-07-19,2021-07-20,AFH,526.07,526.13,531.05,513.63,536.64,530.99,520.3,505.61,-3.2802937576499325,2.05458389390738,BEAR,BEAR,2.05458389390738,BULL
Ally,ALLY,Tue before market,-66,2021-07-19,2021-07-20,PREMARKET,48.2,46.97,47.75,50.66,48.29,50.87,46.69,46.83,6.094240837696319,8.952666523880914,BULL,BEAR,8.952666523880914,BULL
United Air,UAL,Tue after market,-7,2021-07-19,2021-07-20,AFH,43.55,47.12,46.32,48.1,46.46,48.94,43.07,46.99,3.842832469775481,13.62897608544229,BULL,NEUTRAL,13.62897608544229,BULL
Chipotle,CMG,Tue after market,-31,2021-07-19,2021-07-20,AFH,1571.26,1656.85,1574.35,1755.99,1587.12,1778.29,1556.71,1656.85,11.53745990408741,14.233865010181734,BULL,NEUTRAL,14.233865010181734,BULL
Whirlpool,WHR,Wed after market,-59,2021-07-19,2021-07-21,AFH,213.53,215.54,215.89,213.34,218.59,215.69,213.5,206.9,-1.1811570707304542,1.0257611241217823,NEUTRAL,BEAR,1.0257611241217823,NEUTRAL
Discover,DFS,Wed after market,-33,2021-07-19,2021-07-21,AFH,122.74,124.52,125.07,123.49,126.26,125.31,122.33,119.67,-1.2632925561685493,2.4360336793918025,NEUTRAL,NEUTRAL,2.4360336793918025,BULL
Netgear,NTGR,Wed after market,-27,2021-07-19,2021-07-21,AFH,37.0,31.74,37.06,33.53,37.75,33.95,36.52,31.49,-9.525094441446303,-7.0372398685651705,BEAR,NEUTRAL,-7.0372398685651705,BEAR
Equifax,EFX,Wed after market,45,2021-07-19,2021-07-21,AFH,255.57,256.74,254.68,249.37,257.53,256.74,253.4,245.16,-2.0849693733312358,1.3180741910023608,BEAR,NEUTRAL,1.3180741910023608,NEUTRAL
Anthem,ANTM,Wed before market,-10,2021-07-19,2021-07-21,PREMARKET,385.81,396.0,389.94,383.59,393.52,398.49,385.28,381.15,-1.6284556598451072,3.428675249169455,NEUTRAL,NEUTRAL,3.428675249169455,BULL
Verizon,VZ,Wed before market,-12,2021-07-19,2021-07-21,PREMARKET,55.95,56.54,55.58,55.95,56.77,56.85,55.54,55.92,0.6657070888808958,2.35866042491899,NEUTRAL,NEUTRAL,2.35866042491899,BULL
Travelzoo,TZOO,Wed before market,47,2021-07-19,2021-07-21,PREMARKET,11.95,13.55,12.18,14.03,12.46,14.75,11.57,12.88,15.188834154351394,27.48487467588592,BULL,NEUTRAL,27.48487467588592,BULL
Coca Cola,KO,Wed before market,-28,2021-07-19,2021-07-21,PREMARKET,55.73,57.33,55.83,56.55,56.33,57.56,55.52,56.43,1.2896292315959235,3.6743515850144126,NEUTRAL,NEUTRAL,3.6743515850144126,BULL
Harley,HOG,Wed before market,2,2021-07-19,2021-07-21,PREMARKET,41.98,44.1,43.8,40.65,44.03,44.12,41.8,40.15,-7.191780821917804,5.550239234449772,BEAR,NEUTRAL,5.550239234449772,BULL
Alaska Air,ALK,Thu before market,51,2021-07-19,2021-07-22,PREMARKET,56.33,56.86,57.59,57.98,58.22,58.98,56.26,55.4,0.6772009029345272,4.834696054034837,NEUTRAL,BULL,4.834696054034837,BULL
Snapchat,SNAP,Thu after market,-55,2021-07-19,2021-07-22,AFH,62.82,74.14,62.97,77.97,63.74,79.18,61.81,74.0,23.8208670795617,28.102248827050637,BULL,BEAR,28.102248827050637,BULL
Intel,INTC,Thu after market,-49,2021-07-19,2021-07-22,AFH,56.06,54.58,55.96,53.0,56.54,54.71,55.68,52.32,-5.289492494639026,-1.7420977011494254,BEAR,NEUTRAL,-1.7420977011494254,NEUTRAL
Verisign,VRSN,Thu after market,-7,2021-07-19,2021-07-22,AFH,230.5,224.73,233.53,222.54,233.69,225.72,230.13,216.52,-4.706033486061756,-1.9163081736409793,BEAR,NEUTRAL,-1.9163081736409793,NEUTRAL
Crocs,CROX,Thu before market,-42,2021-07-19,2021-07-22,PREMARKET,117.51,133.56,119.98,131.93,120.33,136.5,117.38,125.24,9.959993332222039,16.288975975464304,BULL,NEUTRAL,16.288975975464304,BULL
Skechers,SKX,Thu after market,-9,2021-07-19,2021-07-22,AFH,50.74,53.71,51.21,54.22,51.65,55.87,50.46,52.4,5.877758250341736,10.721363456202937,BULL,NEUTRAL,10.721363456202937,BULL
Genuine Parts,GPC,Thu before market,-31,2021-07-19,2021-07-22,PREMARKET,128.1,131.27,128.31,125.53,129.09,131.27,127.68,125.16,-2.166627698542589,2.811716791979957,BEAR,NEUTRAL,2.811716791979957,BULL
Domino's,DPZ,Thu before market,11,2021-07-19,2021-07-22,PREMARKET,475.49,484.99,470.37,538.82,476.45,548.72,465.93,484.0,14.552373663286367,17.768763548172473,BULL,NEUTRAL,17.768763548172473,BULL
American Airlines,AAL,Thu before market,29,2021-07-19,2021-07-22,PREMARKET,20.79,21.06,21.4,21.16,21.55,21.62,20.75,20.59,-1.121495327102795,4.1927710843373545,NEUTRAL,NEUTRAL,4.1927710843373545,BULL
5/3 Bank,FITB,Thu before market,32,2021-07-19,2021-07-22,PREMARKET,36.29,36.41,36.88,36.02,37.23,36.89,36.26,35.66,-2.331887201735361,1.737451737451745,BEAR,NEUTRAL,1.737451737451745,NEUTRAL
Southwest,LUV,Thu before market,43,2021-07-19,2021-07-22,PREMARKET,52.09,52.1,53.13,51.29,53.52,52.27,52.08,50.84,-3.463203463203468,0.36482334869432087,BEAR,NEUTRAL,0.36482334869432087,NEUTRAL
Snap-On,SNA,Thu before market,-34,2021-07-19,2021-07-22,PREMARKET,223.9,222.78,222.78,220.34,226.05,225.28,220.35,218.67,-1.095250920190316,2.237349670977995,NEUTRAL,NEUTRAL,2.237349670977995,BULL
Kimberly-Clark,KMB,Fri before market,-3,2021-07-19,2021-07-23,PREMARKET,134.46,130.45,134.95,135.66,136.54,136.15,134.35,129.64,0.5261207854761141,1.3397841458876236,NEUTRAL,NEUTRAL,1.3397841458876236,NEUTRAL
AMEX,AXP,Fri before market,-32,2021-07-19,2021-07-23,PREMARKET,172.25,176.53,170.9,173.18,173.21,179.67,169.05,172.95,1.3341135166764273,6.282165039929,NEUTRAL,NEUTRAL,6.282165039929,BULL
Tesla,TSLA,Mon after market,-49,2021-07-26,2021-07-26,AFH,650.97,663.4,657.62,644.78,668.2,666.5,647.11,627.24,-1.9524953620632002,2.996399375685743,NEUTRAL,NEUTRAL,2.996399375685743,BULL
Logitech,LOGI,Mon after market,-46,2021-07-26,2021-07-26,AFH,120.91,111.68,120.87,108.45,122.26,111.71,120.0,106.71,-10.275502606105736,-6.9083333333333385,BEAR,NEUTRAL,-6.9083333333333385,BEAR
AMD,AMD,Tue after market,3,2021-07-26,2021-07-27,AFH,92.94,93.44,91.03,97.93,94.1,98.71,89.1,89.65,7.579918708118205,10.785634118967447,BULL,NEUTRAL,10.785634118967447,BULL
Starbucks,SBUX,Tue after market,-5,2021-07-26,2021-07-27,AFH,126.08,122.56,126.03,122.41,126.16,123.33,124.81,121.39,-2.872331984448151,-1.185802419677917,BEAR,NEUTRAL,-1.185802419677917,NEUTRAL
Cheesecake Factory,CAKE,Tue after market,-9,2021-07-26,2021-07-27,AFH,54.08,51.0,55.01,47.75,55.31,51.34,53.5,47.75,-13.197600436284308,-4.037383177570087,BEAR,NEUTRAL,-4.037383177570087,BEAR
Mondelez,MDLZ,Tue after market,-17,2021-07-26,2021-07-27,AFH,64.92,63.88,65.23,63.4,65.6,64.67,64.71,63.19,-2.80545761152845,-0.06181424818418879,BEAR,NEUTRAL,-0.06181424818418879,NEUTRAL
Google,GOOGL,Tue after market,-15,2021-07-26,2021-07-27,AFH,2685.01,2726.24,2638.0,2721.88,2687.98,2765.94,2602.08,2705.55,3.1796815769522313,6.297269876406575,BULL,NEUTRAL,6.297269876406575,BULL
Principal Financial,PFG,Tue after market,-15,2021-07-26,2021-07-27,AFH,61.83,62.96,62.55,62.47,63.2,63.86,61.37,61.32,-0.12789768185451633,4.0573570148281,NEUTRAL,NEUTRAL,4.0573570148281,BULL
Visa,V,Tue after market,-43,2021-07-26,2021-07-27,AFH,248.85,249.71,250.59,246.6,252.33,251.16,247.88,245.58,-1.5922423081527581,1.3232209133451578,NEUTRAL,NEUTRAL,1.3232209133451578,NEUTRAL
Apple,AAPL,Tue after market,9,2021-07-26,2021-07-27,AFH,149.12,144.81,146.77,144.98,149.21,146.97,145.55,142.54,-1.2195952851400294,0.9756097560975618,NEUTRAL,NEUTRAL,0.9756097560975618,NEUTRAL
Microsoft,MSFT,Tue after market,-12,2021-07-26,2021-07-27,AFH,289.43,288.99,286.54,286.22,289.58,290.15,282.95,283.83,-0.11167725273958373,2.544619190669728,NEUTRAL,NEUTRAL,2.544619190669728,BULL
Mattel,MAT,Tue after market,15,2021-07-26,2021-07-27,AFH,20.55,21.81,20.54,21.54,20.63,21.92,20.11,19.95,4.868549172346648,9.000497265042284,BULL,NEUTRAL,9.000497265042284,BULL
Black & Decker,SWK,Tue before market,-23,2021-07-26,2021-07-27,PREMARKET,204.98,198.93,205.14,200.79,206.06,201.26,203.03,196.19,-2.1205030710734096,-0.8717923459587329,BEAR,NEUTRAL,-0.8717923459587329,NEUTRAL
Hawaiian Holdings,HA,Tue after market,68,2021-07-26,2021-07-27,AFH,20.68,19.83,20.36,20.31,20.74,20.56,20.11,19.2,-0.24557956777996326,2.237692690203885,NEUTRAL,BULL,2.237692690203885,BULL
UPS,UPS,Tue before market,-35,2021-07-26,2021-07-27,PREMARKET,210.09,197.03,208.76,194.16,211.13,197.03,208.25,189.26,-6.993676949607197,-5.387755102040814,BEAR,NEUTRAL,-5.387755102040814,BEAR
Polaris,PII,Tue before market,-15,2021-07-26,2021-07-27,PREMARKET,134.73,131.85,138.29,130.24,139.08,133.81,134.73,128.21,-5.821100585725636,-0.6828471758331345,BEAR,NEUTRAL,-0.6828471758331345,NEUTRAL
Xerox,XRX,Tue before market,-5,2021-07-26,2021-07-27,PREMARKET,23.27,23.54,23.62,24.81,23.73,24.87,23.27,23.04,5.038103302286179,6.875805758487319,BULL,NEUTRAL,6.875805758487319,BULL
SiriusXM,SIRI,Tue before market,-5,2021-07-26,2021-07-27,PREMARKET,6.45,6.67,6.38,6.71,6.45,6.82,6.28,6.59,5.1724137931034475,8.59872611464969,BULL,NEUTRAL,8.59872611464969,BULL
Sherwin-Williams,SHW,Tue before market,5,2021-07-26,2021-07-27,PREMARKET,285.24,282.47,284.96,287.19,286.22,288.14,282.85,278.92,0.7825659741718116,1.870249248718392,NEUTRAL,NEUTRAL,1.870249248718392,NEUTRAL
JetBlue,JBLU,Tue before market,40,2021-07-26,2021-07-27,PREMARKET,15.53,15.59,16.07,14.96,16.09,15.6,15.52,14.79,-6.907280647168634,0.5154639175257714,BEAR,NEUTRAL,0.5154639175257714,NEUTRAL
iRobot,IRBT,Wed after market,-1,2021-07-26,2021-07-28,AFH,90.3,81.15,88.83,87.11,90.5,89.86,86.81,80.56,-1.9362827873466104,3.51342011289022,NEUTRAL,NEUTRAL,3.51342011289022,BULL
Facebook,FB,Wed after market,8,2021-07-26,2021-07-28,AFH,374.56,361.0,373.28,358.32,377.55,365.52,366.93,356.74,-4.007715387912558,-0.384269479192223,BEAR,NEUTRAL,-0.384269479192223,NEUTRAL
Churchill Downs,CHDN,Wed after market,-6,2021-07-26,2021-07-28,AFH,189.18,189.55,188.21,186.48,190.0,189.55,183.75,183.14,-0.9191860156208542,3.1564625850340144,NEUTRAL,NEUTRAL,3.1564625850340144,BULL
Allegiant Travel,ALGT,Wed after market,41,2021-07-26,2021-07-28,AFH,195.11,199.03,191.91,196.23,196.95,201.27,188.0,193.51,2.2510551821166125,7.058510638297877,BULL,NEUTRAL,7.058510638297877,BULL
Wyndham,WH,Wed after market,22,2021-07-26,2021-07-28,AFH,70.52,71.58,70.78,73.42,71.34,75.54,68.88,70.4,3.729867194122627,9.668989547038343,BULL,NEUTRAL,9.668989547038343,BULL
AFLAC,AFL,Wed after market,23,2021-07-26,2021-07-28,AFH,53.69,55.33,53.48,55.29,53.96,55.88,52.97,54.56,3.3844427823485512,5.493675665471032,BULL,NEUTRAL,5.493675665471032,BULL
O'Reilly Auto,ORLY,Wed after market,29,2021-07-26,2021-07-28,AFH,616.65,590.0,609.59,596.32,619.98,597.89,609.14,579.0,-2.1768729801998066,-1.8468660734806464,BEAR,NEUTRAL,-1.8468660734806464,NEUTRAL
PayPal,PYPL,Wed after market,-4,2021-07-26,2021-07-28,AFH,300.74,285.37,301.98,283.17,302.43,289.0,296.78,281.6,-6.228889330419229,-2.6214704494911922,BEAR,NEUTRAL,-2.6214704494911922,BEAR
Ford,F,Wed after market,49,2021-07-26,2021-07-28,AFH,13.86,14.51,13.86,14.39,13.99,14.79,13.57,14.3,3.8239538239538406,8.990420044215174,BULL,NEUTRAL,8.990420044215174,BULL
